TABLA;INDICE;TYPE_DESC;IS_PRIMARY_KEY;IS_UNIQUE;USER_SEEKS;USER_SCANS;USER_LOOKUPS;USER_UPDATES;LAST_USER_SEEK;LAST_USER_SCAN;TAMANO-TOTAL;USED-PAGES;DATA-PAGES;ATRIBUTOS;BUSQUEDAS;EVALUACION_INDICE;LARGO_ATRIBUTOS;PESO_GRUPO
Bienios_Cumplidos;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Funcionario;0.0;NO USO;1;0.015625
CCAF_LosAndes;aaCCAF_LosAndes_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento,K1_Id_Funcionario,K1_Ano,K1_Mes,Correlativo;0.0;NO USO;5;0.015625
CCAF_LosAndes;K1_Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;K1_Id_Establecimiento;0.0;NO USO;1;0.015625
CCAF_LosAndes_DepositosConvenidos;aaCCAF_LosAndes_DepositosConvenidos_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento,K1_Id_Funcionario,K1_Ano,K1_Mes,Correlativo;0.0;NO USO;5;0.015625
CCAF_LosAndes_DepositosConvenidos;K1_Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;K1_Id_Establecimiento;0.0;NO USO;1;0.015625
Capacitacion;aaaaaCapacitacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.070312;0.015625;0.007812;Rut_Funcionario,Id_Capacitacion;0.0;NO USO;2;0.015625
Capacitacion;Rut_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.070312;0.015625;0.007812;Rut_Funcionario;0.0;NO USO;1;0.015625
CometidoFuncionario;aaaaaCometidoFuncionario_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Id_Cometido;0.0;NO USO;3;0.015625
CometidoFuncionario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento;0.0;NO USO;1;0.015625
HistoricoCheques;aaaaaHistoricoCheques_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;ID_Numero,Mes,Ano;0.0;NO USO;3;0.015625
HistoricoCheques;ID_Numero;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;ID_Numero;0.0;NO USO;1;0.015625
HistoricoMutual;aaaHistoricoMutual_PK;NONCLUSTERED;1;1;1.0;0.0;0.0;1.0;2026-06-04 09:11:44.857;;0.015625;0.015625;0.007812;Mes,Ano;1.0;Beneficio Busqueda;2;0.015625
HistoricoMutual;Mes;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.015625;0.015625;0.007812;Mes;0.0;SIN BUSQUEDAS;1;0.015625
HistoricoNivelEducativo;aaaaaHistoricoNivelEducativ_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Nivel,Ano;0.0;NO USO;2;0.015625
HistoricoNivelEducativo;Id_Nivel;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Nivel;0.0;NO USO;1;0.015625
Indices;aaaaaIndices_PK;NONCLUSTERED;1;1;2.0;0.0;0.0;0.0;2026-06-04 10:53:38.627;;0.015625;0.015625;0.007812;Año,Mes;2.0;Beneficio Busqueda;2;0.015625
Indices;A¤o;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Año;0.0;NO USO;1;0.015625
InstitucionesAVP;aaInstitucionesAVP_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Institucion,Tipo_Institucion;0.0;NO USO;2;0.015625
InstitucionesAVP;Id_institucion;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Institucion;0.0;NO USO;1;0.015625
Liquidacion;aaaaaLiquidacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;2.0;;;0.070312;0.015625;0.007812;Id_Establecimiento,Id_Funcionario;0.0;SIN BUSQUEDAS;2;0.015625
Liquidacion;Id_Estable;NONCLUSTERED;0;0;1.0;0.0;0.0;2.0;2026-06-04 10:00:09.270;;0.070312;0.015625;0.007812;Id_Establecimiento;1.0;Costo de mantenimiento;1;0.015625
LiquidacionHrs;aaaaaLiquidacionHrs_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;SIN BUSQUEDAS;3;0.015625
LiquidacionHrs;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento;0.0;SIN BUSQUEDAS;1;0.015625
MovimientoLiquidacion;aaaaaMovimientoLiquidacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Tipo_HaberDcto,Id_HaberDcto;0.0;SIN BUSQUEDAS;4;0.015625
MovimientoLiquidacion;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.070312;0.015625;0.007812;Id_Establecimiento;0.0;SIN BUSQUEDAS;1;0.015625
Movimiento_Finiquito;aaMovimiento_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Correlativo,Tipo_Movimiento,Id_Movimiento;0.0;NO USO;5;0.015625
Movimiento_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento;0.0;NO USO;1;0.015625
PermisosAdminSinRemuneracion;aaaaaPermisosAdminSinRemune_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Periodo,Correlativo;0.0;NO USO;4;0.015625
PermisosAdminSinRemuneracion;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento;0.0;NO USO;1;0.015625
PostulantesPorRamos_DAEM;aaPostulantesPorRamos_DAEM_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;RutPostulante,Id_asignatura;0.0;NO USO;2;0.015625
PostulantesPorRamos_DAEM;RutPostulante;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;RutPostulante;0.0;NO USO;1;0.015625
RetencionJudicial;aaaaaRetencionJudicial_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento,Id_Funcionario,Rut_Beneficiario;0.0;NO USO;3;0.015625
RetencionJudicial;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Id_Establecimiento;0.0;NO USO;1;0.015625
Tipo_Finiquito;aaTipo_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo_Ley,Codigo_Causal;0.0;NO USO;2;0.015625
Tipo_Finiquito;Codigo_Ley;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Codigo_Ley;0.0;NO USO;1;0.015625
TramosAsigFamiliar;aaaaaTramosAsigFamiliar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Periodo,Tramo;0.0;NO USO;2;0.015625
TramosAsigFamiliar;Periodo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.015625;0.015625;0.007812;Periodo;0.0;NO USO;1;0.015625
AdicionalDosSalud;aaaaaAdicionalDosSalud_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Dos_FechaContratoIsapre;0.0;NO USO;3;0.0
AdicionalDosSalud;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
AnexoPlanCuentaPrivado;aaaaaAnexoPlanCuentaPrivado_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Ano_Proceso,Mes_Proceso,Id_Establecimiento,Codigo_Cuenta;0.0;NO USO;4;0.0
AnexoPlanCuentaPrivado;AnoProceso;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Ano_Proceso;0.0;NO USO;1;0.0
Anexo_Finiquito;aaAnexo_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Correlativo,Correlativo_Anexo;0.0;NO USO;4;0.0
Anexo_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
Anexo_PlanCta_Privado;aaAnexo_PlanCta_Privado_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Codigo_Cuenta,Id_HaberDcto,Tipo_Cuenta,Id_Proyecto;0.0;NO USO;5;0.0
Anexo_PlanCta_Privado;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
AperturaDeCuentas;aaAperturaDeCuentas_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario;0.0;NO USO;2;0.0
AperturaDeCuentas;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
Asistencia;aaaaaAsistencia_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Asistencia;0.0;NO USO;3;0.0
Asistencia;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
CCAF_LosAndes_AfiliadoVoluntario;aaCCAF_LosAndes_AfiliadoVoluntario_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento,K1_Id_Funcionario,K1_Ano,K1_Mes;0.0;NO USO;4;0.0
CCAF_LosAndes_AfiliadoVoluntario;K1_Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento;0.0;NO USO;1;0.0
CCAF_LosAndes_SIL;aaCCAF_LosAndes_SIL_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento,K1_Id_Funcionario,K1_Ano,K1_Mes;0.0;NO USO;4;0.0
CCAF_LosAndes_SIL;K1_Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;K1_Id_Establecimiento;0.0;NO USO;1;0.0
Calificacion;aaaaaCalificacion_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Periodo;0.0;NO USO;3;0.0
Calificacion;Id_Establecimeinto;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
CarreraDocente;aaaCarreraDocente_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut,Mes,Ano,Correlativo;0.0;NO USO;4;0.0
CarreraDocente;Rut;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut;0.0;NO USO;1;0.0
DatosPersonales_Finiquito;aaDatosPersonales_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Correlativo,Fecha_Termino;0.0;NO USO;4;0.0
DatosPersonales_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
DescuentoBienestar;aaaDescuentoBienestar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Bienestar;0.0;NO USO;3;0.0
DescuentoBienestar;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
DescuentoSindicato;aaaDescuentoSindicato_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Sindicato;0.0;NO USO;3;0.0
DescuentoSindicato;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
DescuentosNoEfectuados;aaaaaDescuentosNoEfectuados_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;1.0;;2026-06-04 09:11:44.670;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento;0.0;SIN BUSQUEDAS;3;0.0
DescuentosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;1.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;SIN BUSQUEDAS;1;0.0
FichaAfiliadoVoluntario;aaFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;0.0;3.0;0.0;2.0;;2026-06-04 10:00:08.993;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Rut_Afiliado;0.0;SIN BUSQUEDAS;3;0.0
FichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
FichaDetalle_AEduca;aaFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;0.0;1.0;0.0;0.0;;2026-06-04 09:10:10.897;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;NO USO;3;0.0
FichaDetalle_AEduca;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
HistorialUnidadE;aaaaaHistorialUnidadE_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Funcionario,Id_Historial;0.0;NO USO;2;0.0
HistorialUnidadE;Id_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Funcionario;0.0;NO USO;1;0.0
Historial_Egreso;aaaaaHistorial_Egreso_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Funcionario,Id_Establecimiento,Id_HistE;0.0;NO USO;3;0.0
Historial_Egreso;Rut_Funcionario;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Funcionario;0.0;NO USO;1;0.0
HistoricoDctosNoEfectuados;aaaaaHistoricoDctosNoEfectu_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Descuento,Mes,Ano;0.0;NO USO;5;0.0
HistoricoDctosNoEfectuados;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
HistoricoFichaAfiliadoVoluntario;aaHistoFichaAfiliadoVoluntario_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Mes,Ano,Rut_Afiliado;0.0;NO USO;5;0.0
HistoricoFichaAfiliadoVoluntario;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
HistoricoFichaDetalle_AEduca;aaHistoricoFichaDetalle_AEduca_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas,Mes,Ano;0.0;NO USO;5;0.0
HistoricoFichaDetalle_AEduca;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
HistoricoGrupoFamiliar;aaHistoricoGrupoFamiliar_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Ano,Mes,Id_Establecimiento,Id_Funcionario,Id_Carga_Carga;0.0;NO USO;5;0.0
HistoricoGrupoFamiliar;Ano;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Ano;0.0;NO USO;1;0.0
HistoricoMovPlanillaSuple;aaaaaHistoricoMovPlanillaSu_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Id_Hd,Mes,Ano;0.0;NO USO;5;0.0
HistoricoMovPlanillaSuple;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
HistoricoPlanillaSuplementaria;aaaaaHistoricoPlanillaSuple_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Mes,Ano;0.0;NO USO;4;0.0
HistoricoPlanillaSuplementaria;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
Mentoria;aaaMentoria_PK;CLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Mentor,Rut_Alumno;0.0;NO USO;2;0.0
Mentoria;Rut_Mentor;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Rut_Mentor;0.0;NO USO;1;0.0
MovimientoAnexo_Finiquito;aaMovimientoAnexo_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Correlativo,Correlativo_Anexo,Tipo_MovimientoAnexo,Id_MovimientoAnexo;0.0;NO USO;6;0.0
MovimientoAnexo_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
PlantaMaestra;aaaaaPlantaMaestra_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Tipo_Funcionario,Id_Escalafon;0.0;NO USO;3;0.0
PlantaMaestra;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
ResultadoMigracionNet;PK_ResultadoMigracionNet;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;NombreTablaOriginal,NombreTablaDestino;0.0;NO USO;2;0.0
ResultadoMigracionNet;NombreTablaOriginal;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;NombreTablaOriginal;0.0;NO USO;1;0.0
Retroactivo;aaRetroactivo_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Tipo_Horas;0.0;NO USO;3;0.0
Retroactivo;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
Tbl_Paridad;PK_Tbl_Paridad;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Tipo,Id_Vb6;0.0;NO USO;2;0.0
Tbl_Paridad;Tipo;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Tipo;0.0;NO USO;1;0.0
Totales_Finiquito;aaTotales_Finiquito_PK;NONCLUSTERED;1;1;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento,Id_Funcionario,Correlativo;0.0;NO USO;3;0.0
Totales_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;0.0;0.0;0.0;0.0;;;0.000000;0.0;0.000000;Id_Establecimiento;0.0;NO USO;1;0.0
